Generation,Best_Fitness,Average_Fitness
1274,21,8.813333333333333
1275,21,7.8933333333333335
1276,21,8.82
1277,21,8.2
1278,21,8.92
1279,21,7.953333333333333
1280,21,8.746666666666666
1281,21,8.28
1282,21,8.153333333333334
1283,21,7.953333333333333
1284,21,8.56
1285,21,8.92
1286,21,8.473333333333333
1287,21,8.133333333333333
1288,21,8.84
1289,21,8.34
1290,21,7.866666666666666
1291,21,8.26
1292,21,8.666666666666666
1293,21,8.166666666666666
1294,21,8.0
1295,21,8.2
1296,21,8.4
1297,21,8.806666666666667
1298,21,8.94
1299,21,9.406666666666666
1300,21,8.766666666666667
1301,21,9.04
1302,21,8.52
1303,21,8.633333333333333
1304,21,8.94
1305,21,8.193333333333333
1306,21,9.233333333333333
1307,21,9.06
1308,21,9.08
1309,21,9.233333333333333
1310,21,8.946666666666667
1311,21,8.62
1312,21,8.04
1313,21,8.6
1314,21,7.92
1315,21,8.48
1316,21,9.093333333333334
1317,21,8.686666666666667
1318,21,8.986666666666666
1319,21,9.973333333333333
1320,21,8.973333333333333
1321,21,7.74
1322,21,8.473333333333333
1323,21,8.82
1324,21,8.8
1325,21,7.926666666666667
1326,21,9.02
1327,21,8.973333333333333
1328,21,7.38
1329,21,9.126666666666667
1330,21,8.58
1331,21,8.886666666666667
1332,21,9.273333333333333
1333,21,9.613333333333333
1334,21,8.726666666666667
1335,21,8.546666666666667
1336,21,8.286666666666667
1337,21,8.9
1338,21,8.273333333333333
1339,21,8.173333333333334
1340,21,9.146666666666667
1341,21,8.693333333333333
1342,21,8.753333333333334
1343,21,8.706666666666667
1344,21,8.26
1345,21,9.486666666666666
1346,21,8.353333333333333
1347,21,8.66
1348,21,8.82
1349,21,8.913333333333334
1350,21,8.32
1351,21,8.906666666666666
1352,21,9.193333333333333
1353,21,8.433333333333334
1354,21,8.853333333333333
1355,21,8.646666666666667
1356,21,8.76
1357,21,8.313333333333333
1358,21,7.92
1359,21,8.166666666666666
1360,21,8.366666666666667
1361,21,9.193333333333333
1362,21,8.18
1363,21,8.586666666666666
1364,21,8.533333333333333
1365,21,9.013333333333334
1366,21,8.693333333333333
1367,21,8.053333333333333
1368,21,8.08
1369,21,9.326666666666666
1370,21,8.486666666666666
1371,21,7.78
1372,21,8.953333333333333
1373,21,8.686666666666667
1374,21,9.1
1375,21,8.78
1376,21,8.346666666666666
1377,21,8.753333333333334
1378,21,8.513333333333334
1379,21,8.826666666666666
1380,21,8.693333333333333
1381,21,8.333333333333334
1382,21,8.86
1383,21,8.453333333333333
1384,21,8.513333333333334
1385,21,8.54
1386,21,8.846666666666666
1387,21,9.166666666666666
1388,21,9.06
1389,21,8.226666666666667
1390,21,8.546666666666667
1391,21,8.193333333333333
1392,21,9.62
1393,21,8.866666666666667
1394,21,8.426666666666666
1395,21,9.28
1396,21,8.073333333333334
1397,21,8.653333333333334
1398,21,8.846666666666666
1399,21,9.506666666666666
1400,21,8.493333333333334
1401,21,9.626666666666667
1402,21,9.12
1403,21,9.253333333333334
1404,21,8.766666666666667
1405,21,8.293333333333333
1406,21,7.78
1407,21,8.893333333333333
1408,21,8.626666666666667
1409,21,8.153333333333334
1410,21,8.813333333333333
1411,21,8.273333333333333
1412,21,8.713333333333333
1413,21,8.24
1414,21,8.426666666666666
1415,21,8.24
1416,21,8.333333333333334
1417,21,8.713333333333333
1418,21,8.593333333333334
1419,21,8.56
1420,21,8.933333333333334
1421,21,8.713333333333333
1422,21,8.82
1423,21,8.753333333333334
1424,21,8.593333333333334
1425,21,8.16
1426,21,8.426666666666666
1427,21,7.8
1428,21,8.6
1429,21,7.966666666666667
1430,21,8.786666666666667
1431,21,9.16
1432,21,8.48
1433,21,8.593333333333334
1434,21,8.906666666666666
1435,21,8.113333333333333
1436,21,8.773333333333333
1437,21,8.62
1438,21,8.233333333333333
1439,21,9.113333333333333
1440,21,8.133333333333333
1441,21,8.106666666666667
1442,21,7.806666666666667
1443,21,8.8
1444,21,8.653333333333334
1445,21,8.986666666666666
1446,21,8.306666666666667
1447,21,8.613333333333333
1448,21,8.04
1449,21,8.48
1450,21,8.76
1451,21,7.966666666666667
1452,21,8.786666666666667
1453,21,9.206666666666667
1454,21,8.526666666666667
1455,21,8.606666666666667
1456,21,8.526666666666667
1457,21,8.566666666666666
1458,21,8.56
1459,21,8.2
1460,21,9.06
1461,21,8.606666666666667
1462,21,8.52
1463,21,8.653333333333334
1464,21,8.04
1465,21,8.3
1466,21,8.966666666666667
1467,21,9.053333333333333
1468,21,8.806666666666667
1469,21,9.64
1470,21,8.92
1471,21,8.246666666666666
1472,21,7.733333333333333
1473,21,9.286666666666667
1474,21,8.706666666666667
1475,21,9.06
1476,21,8.486666666666666
1477,21,8.633333333333333
1478,21,8.853333333333333
1479,21,8.42
1480,21,8.813333333333333
1481,21,9.126666666666667
1482,21,9.34
1483,21,8.373333333333333
1484,21,8.32
1485,21,7.86
1486,21,8.293333333333333
1487,21,8.766666666666667
1488,21,8.346666666666666
1489,21,8.413333333333334
1490,21,8.273333333333333
1491,21,8.893333333333333
1492,21,8.62
1493,21,8.7
1494,21,8.666666666666666
1495,21,8.233333333333333
1496,21,9.62
1497,21,9.373333333333333
1498,21,8.233333333333333
1499,21,8.826666666666666
1500,21,8.773333333333333
1501,21,8.746666666666666
1502,21,8.726666666666667
1503,21,8.16
1504,21,7.74
1505,21,8.513333333333334
1506,21,8.606666666666667
1507,21,8.306666666666667
1508,21,8.933333333333334
1509,21,8.653333333333334
1510,21,8.24
1511,21,8.26
1512,21,8.886666666666667
1513,21,8.633333333333333
1514,21,8.94
1515,21,9.426666666666666
1516,21,8.18
1517,21,9.5
1518,21,8.873333333333333
1519,21,9.313333333333333
1520,21,8.526666666666667
1521,21,8.993333333333334
1522,21,8.48
1523,21,9.086666666666666
1524,21,8.906666666666666
1525,21,8.58
1526,21,8.68
1527,21,8.86
1528,21,8.773333333333333
1529,21,8.76
1530,21,8.86
1531,21,9.046666666666667
1532,21,9.14
1533,21,8.26
1534,21,9.26
1535,21,8.96
1536,21,8.64
1537,21,8.58
1538,21,7.92
1539,21,7.866666666666666
1540,21,8.293333333333333
1541,21,7.6
1542,21,8.153333333333334
1543,21,8.686666666666667
1544,21,8.053333333333333
1545,21,8.92
1546,21,9.24
1547,21,8.393333333333333
1548,21,8.206666666666667
1549,21,8.786666666666667
1550,21,7.766666666666667
1551,21,8.38
1552,21,8.453333333333333
1553,21,8.44
1554,21,8.853333333333333
1555,21,9.42
1556,21,8.786666666666667
1557,21,8.446666666666667
1558,21,8.546666666666667
1559,21,8.873333333333333
1560,21,8.386666666666667
1561,21,8.373333333333333
1562,21,8.953333333333333
1563,21,8.7
1564,21,9.32
1565,21,8.246666666666666
1566,21,8.34
1567,21,8.426666666666666
1568,21,8.533333333333333
1569,21,8.68
1570,21,8.64
1571,21,8.593333333333334
1572,21,8.373333333333333
1573,21,7.8933333333333335
1574,21,8.446666666666667
1575,21,9.746666666666666
1576,21,9.04
1577,21,8.76
1578,21,8.686666666666667
1579,21,8.333333333333334
1580,21,8.546666666666667
1581,21,7.986666666666666
1582,21,8.533333333333333
1583,21,9.02
1584,21,8.966666666666667
1585,21,8.326666666666666
1586,21,8.413333333333334
1587,21,8.166666666666666
1588,21,8.286666666666667
1589,21,8.52
1590,21,8.846666666666666
1591,21,8.606666666666667
1592,21,8.926666666666666
1593,21,8.853333333333333
1594,21,8.486666666666666
1595,21,9.186666666666667
1596,21,8.453333333333333
1597,21,8.233333333333333
1598,21,9.186666666666667
1599,21,8.16
1600,21,8.44
1601,21,8.213333333333333
1602,21,7.98
1603,21,8.546666666666667
1604,21,9.126666666666667
1605,21,8.466666666666667
1606,21,8.36
1607,21,8.22
1608,21,8.793333333333333
1609,21,8.746666666666666
1610,21,8.62
1611,21,8.266666666666667
1612,21,7.946666666666666
1613,21,8.9
1614,21,8.473333333333333
1615,21,9.013333333333334
1616,21,8.333333333333334
1617,21,8.66
1618,21,9.233333333333333
1619,21,8.46
1620,21,8.326666666666666
1621,21,8.653333333333334
1622,21,9.433333333333334
1623,21,8.96
1624,21,7.84
1625,21,8.653333333333334
1626,21,8.68
1627,21,8.14
1628,21,8.866666666666667
1629,21,8.993333333333334
1630,21,8.253333333333334
1631,21,8.786666666666667
1632,21,7.786666666666667
1633,21,8.546666666666667
1634,21,8.446666666666667
1635,21,9.46
1636,21,9.166666666666666
1637,21,8.52
1638,21,8.133333333333333
1639,21,8.293333333333333
1640,21,8.853333333333333
1641,21,8.9
1642,21,8.206666666666667
1643,21,9.186666666666667
1644,21,8.786666666666667
1645,21,8.713333333333333
1646,21,8.34
1647,21,8.326666666666666
1648,21,9.013333333333334
1649,21,8.48
1650,21,8.273333333333333
1651,21,8.253333333333334
1652,21,9.433333333333334
1653,21,8.806666666666667
1654,21,9.173333333333334
1655,21,9.06
1656,21,8.22
1657,21,8.7
1658,21,8.253333333333334
1659,21,8.046666666666667
1660,21,8.78
1661,21,8.646666666666667
1662,21,8.433333333333334
1663,21,8.94
1664,21,8.12
1665,21,8.593333333333334
1666,21,8.846666666666666
1667,21,8.386666666666667
1668,21,8.56
1669,21,8.513333333333334
1670,21,8.806666666666667
1671,21,8.886666666666667
1672,21,8.853333333333333
1673,21,8.26
1674,21,8.593333333333334
1675,21,8.993333333333334
1676,21,8.54
1677,21,8.66
1678,21,8.3
1679,21,8.433333333333334
1680,21,8.866666666666667
1681,21,8.213333333333333
1682,21,8.646666666666667
1683,21,8.22
1684,21,8.626666666666667
1685,21,9.113333333333333
1686,21,9.1
1687,21,8.18
1688,21,8.5
1689,21,8.433333333333334
1690,21,8.226666666666667
1691,21,8.626666666666667
1692,21,8.353333333333333
1693,21,8.4
1694,21,8.906666666666666
1695,21,8.533333333333333
1696,21,9.086666666666666
1697,21,8.22
1698,21,8.62
1699,21,8.233333333333333
1700,21,8.486666666666666
1701,21,8.553333333333333
1702,21,8.78
1703,21,8.906666666666666
1704,21,8.98
1705,21,8.8
1706,21,8.5
1707,21,8.053333333333333
1708,21,8.54
1709,21,8.406666666666666
1710,21,8.84
1711,21,8.873333333333333
1712,21,8.76
1713,21,8.586666666666666
1714,21,9.16
1715,21,8.026666666666667
1716,21,7.586666666666667
1717,21,8.253333333333334
1718,21,8.993333333333334
1719,21,8.8
1720,21,9.28
1721,21,8.92
1722,21,8.873333333333333
1723,21,8.326666666666666
1724,21,8.2
1725,21,8.78
1726,21,8.706666666666667
1727,21,8.426666666666666
1728,21,9.206666666666667
1729,21,8.42
1730,21,8.8
1731,21,7.94
1732,21,8.74
1733,21,8.84
1734,21,8.506666666666666
1735,21,8.646666666666667
1736,21,8.0
1737,21,9.226666666666667
1738,21,8.56
1739,21,8.24
1740,21,8.333333333333334
1741,21,8.6
1742,21,8.58
1743,21,9.013333333333334
1744,21,8.04
1745,21,8.58
1746,21,8.546666666666667
1747,21,7.993333333333333
1748,21,8.56
1749,21,8.273333333333333
1750,21,7.986666666666666
1751,21,8.533333333333333
1752,21,8.433333333333334
1753,21,8.2
1754,21,8.666666666666666
1755,21,8.446666666666667
1756,21,7.7
1757,21,8.56
1758,21,8.906666666666666
1759,21,8.453333333333333
1760,21,9.106666666666667
1761,21,9.186666666666667
1762,21,8.533333333333333
1763,21,8.806666666666667
1764,21,8.813333333333333
1765,21,8.953333333333333
1766,21,8.313333333333333
1767,21,9.046666666666667
1768,21,8.7
1769,21,8.5
1770,21,8.293333333333333
1771,21,8.78
1772,21,8.646666666666667
1773,21,7.766666666666667
1774,21,8.233333333333333
1775,21,8.626666666666667
1776,21,7.706666666666667
1777,21,8.58
1778,21,9.0
1779,21,8.433333333333334
1780,21,8.433333333333334
1781,21,8.466666666666667
1782,21,8.086666666666666
1783,21,8.613333333333333
1784,21,8.78
1785,21,8.426666666666666
1786,21,8.2
1787,21,8.793333333333333
1788,21,8.693333333333333
1789,21,8.54
1790,21,8.193333333333333
1791,21,8.873333333333333
1792,21,8.113333333333333
1793,21,8.52
1794,21,8.62
1795,21,8.226666666666667
1796,21,8.533333333333333
1797,21,9.3
1798,21,9.073333333333334
1799,21,8.873333333333333
1800,21,8.686666666666667
1801,21,8.22
1802,21,8.32
1803,21,8.74
1804,21,8.946666666666667
1805,21,8.673333333333334
1806,21,7.58
1807,21,8.486666666666666
1808,21,8.9
1809,21,8.353333333333333
1810,21,8.426666666666666
1811,21,8.053333333333333
1812,21,8.646666666666667
1813,21,8.48
1814,21,9.16
1815,21,8.473333333333333
1816,21,8.68
1817,21,8.373333333333333
1818,21,9.446666666666667
1819,21,9.286666666666667
1820,21,9.053333333333333
1821,21,8.786666666666667
1822,21,8.82
1823,21,8.873333333333333
1824,21,9.006666666666666
1825,21,8.486666666666666
1826,21,8.22
1827,21,8.58
1828,21,8.04
1829,21,8.166666666666666
1830,21,8.293333333333333
1831,21,7.82
1832,21,7.9
1833,21,9.08
1834,21,8.313333333333333
1835,21,8.306666666666667
1836,21,8.273333333333333
1837,21,8.193333333333333
1838,21,9.053333333333333
1839,21,9.273333333333333
1840,21,8.473333333333333
1841,21,8.513333333333334
1842,21,8.813333333333333
1843,21,9.286666666666667
1844,21,8.186666666666667
1845,21,8.7
1846,21,9.06
1847,21,7.846666666666667
1848,21,9.02
1849,21,8.086666666666666
1850,21,8.466666666666667
1851,21,8.746666666666666
1852,21,8.426666666666666
1853,21,8.686666666666667
1854,21,8.62
1855,21,8.32
1856,21,8.526666666666667
1857,21,7.693333333333333
1858,21,9.393333333333333
1859,21,8.173333333333334
1860,21,9.226666666666667
1861,21,8.993333333333334
1862,21,8.46
1863,21,8.146666666666667
1864,21,9.493333333333334
1865,21,7.833333333333333
1866,21,8.453333333333333
1867,21,7.6866666666666665
1868,21,8.62
1869,21,9.046666666666667
1870,21,8.853333333333333
1871,21,9.286666666666667
1872,21,9.02
1873,21,8.913333333333334
1874,21,8.593333333333334
1875,21,8.626666666666667
1876,21,8.766666666666667
1877,21,8.34
1878,21,8.393333333333333
1879,21,8.82
1880,21,7.966666666666667
1881,21,8.533333333333333
1882,21,7.86
1883,21,8.386666666666667
1884,21,9.186666666666667
1885,21,8.433333333333334
1886,21,8.6
1887,21,8.426666666666666
1888,21,8.86
1889,21,9.14
1890,21,8.573333333333334
1891,21,8.746666666666666
1892,21,8.84
1893,21,8.446666666666667
1894,21,9.04
1895,21,9.28
1896,21,9.053333333333333
1897,21,8.626666666666667
1898,21,9.1
1899,21,8.94
1900,21,8.873333333333333
1901,21,8.593333333333334
1902,21,9.113333333333333
1903,21,8.42
1904,21,8.393333333333333
1905,21,8.88
1906,21,8.133333333333333
1907,21,8.733333333333333
1908,21,8.893333333333333
1909,21,8.593333333333334
1910,21,8.14
1911,21,8.446666666666667
1912,21,9.026666666666667
1913,21,8.7
1914,21,9.06
1915,21,8.673333333333334
1916,21,8.373333333333333
1917,21,8.666666666666666
1918,21,8.473333333333333
1919,21,8.9
1920,21,8.533333333333333
1921,21,8.953333333333333
1922,21,8.833333333333334
1923,21,8.38
1924,21,8.526666666666667
1925,21,9.073333333333334
1926,21,7.926666666666667
1927,21,8.513333333333334
1928,21,8.56
1929,21,9.233333333333333
1930,21,8.613333333333333
1931,21,7.586666666666667
1932,21,8.893333333333333
1933,21,9.36
1934,21,7.786666666666667
1935,21,7.96
1936,21,8.866666666666667
1937,21,8.54
1938,21,9.126666666666667
1939,21,8.113333333333333
1940,21,8.66
1941,21,8.206666666666667
1942,21,8.426666666666666
1943,21,8.706666666666667
1944,21,9.06
1945,21,8.353333333333333
1946,21,8.673333333333334
1947,21,8.14
1948,21,8.18
1949,21,8.526666666666667
1950,21,8.846666666666666
1951,21,8.42
1952,21,8.76
1953,21,8.5
1954,21,8.873333333333333
1955,21,8.12
1956,21,7.76
1957,21,9.12
1958,21,8.286666666666667
1959,21,9.386666666666667
1960,21,8.58
1961,21,8.453333333333333
1962,21,8.426666666666666
1963,21,8.613333333333333
1964,21,9.08
1965,21,8.22
1966,21,9.2
1967,21,8.38
1968,21,8.56
1969,21,8.686666666666667
1970,21,8.02
1971,21,8.173333333333334
1972,21,8.373333333333333
1973,21,8.34
1974,21,8.666666666666666
1975,21,8.4
1976,21,7.5
1977,21,8.606666666666667
1978,21,8.106666666666667
1979,21,8.573333333333334
1980,21,8.806666666666667
1981,21,7.953333333333333
1982,21,8.513333333333334
1983,21,8.26
1984,21,9.193333333333333
1985,21,8.16
1986,21,8.2
1987,21,8.793333333333333
1988,21,8.733333333333333
1989,21,8.426666666666666
1990,21,8.78
1991,21,8.606666666666667
1992,21,8.42
1993,21,8.593333333333334
1994,21,8.306666666666667
1995,21,8.893333333333333
1996,21,8.78
1997,21,8.44
1998,21,8.786666666666667
1999,21,9.32
2000,21,8.5
