Generation,Best_Fitness,Average_Fitness
715,21,8.586666666666666
716,21,9.286666666666667
717,21,8.62
718,21,8.706666666666667
719,21,9.246666666666666
720,21,8.226666666666667
721,21,7.866666666666666
722,21,8.473333333333333
723,21,8.173333333333334
724,21,8.773333333333333
725,21,8.96
726,21,8.68
727,21,7.92
728,21,8.386666666666667
729,21,8.66
730,21,9.253333333333334
731,21,9.186666666666667
732,21,8.786666666666667
733,21,8.853333333333333
734,21,8.98
735,21,8.813333333333333
736,21,8.486666666666666
737,21,8.486666666666666
738,21,8.613333333333333
739,21,8.933333333333334
740,21,8.773333333333333
741,21,9.006666666666666
742,21,8.26
743,21,8.866666666666667
744,21,8.686666666666667
745,21,9.586666666666666
746,21,8.326666666666666
747,21,9.3
748,21,8.5
749,21,8.773333333333333
750,21,8.506666666666666
751,21,8.24
752,21,9.393333333333333
753,21,9.206666666666667
754,21,8.286666666666667
755,21,9.04
756,21,8.2
757,21,9.073333333333334
758,21,8.873333333333333
759,21,8.626666666666667
760,21,8.24
761,21,8.146666666666667
762,21,7.826666666666667
763,21,8.96
764,21,8.953333333333333
765,21,8.433333333333334
766,21,9.333333333333334
767,21,8.94
768,21,8.233333333333333
769,21,9.7
770,21,8.453333333333333
771,21,7.966666666666667
772,21,8.34
773,21,8.373333333333333
774,21,8.846666666666666
775,21,9.886666666666667
776,21,8.553333333333333
777,21,7.946666666666666
778,21,8.926666666666666
779,21,8.9
780,21,8.0
781,21,8.073333333333334
782,21,8.813333333333333
783,21,8.686666666666667
784,21,8.493333333333334
785,21,8.406666666666666
786,21,8.5
787,21,7.866666666666666
788,21,8.573333333333334
789,21,8.64
790,21,8.426666666666666
791,21,8.94
792,21,8.726666666666667
793,21,8.48
794,21,8.586666666666666
795,21,8.166666666666666
796,21,8.453333333333333
797,21,8.5
798,21,8.213333333333333
799,21,8.373333333333333
800,21,8.313333333333333
801,21,8.48
802,21,8.8
803,21,8.166666666666666
804,21,8.826666666666666
805,21,9.773333333333333
806,21,9.12
807,21,8.933333333333334
808,21,8.006666666666666
809,21,8.74
810,21,8.4
811,21,8.426666666666666
812,21,9.053333333333333
813,21,9.126666666666667
814,21,9.093333333333334
815,21,8.62
816,21,9.206666666666667
817,21,8.073333333333334
818,21,8.766666666666667
819,21,8.34
820,21,9.373333333333333
821,21,8.613333333333333
822,21,8.526666666666667
823,21,8.893333333333333
824,21,8.813333333333333
825,21,7.98
826,21,8.166666666666666
827,21,7.946666666666666
828,21,8.333333333333334
829,21,8.306666666666667
830,21,8.526666666666667
831,21,8.606666666666667
832,21,8.386666666666667
833,21,9.153333333333334
834,21,8.773333333333333
835,21,8.42
836,21,9.546666666666667
837,21,8.6
838,21,8.353333333333333
839,21,8.493333333333334
840,21,8.546666666666667
841,21,8.56
842,21,8.72
843,21,9.046666666666667
844,21,8.073333333333334
845,21,9.14
846,21,8.366666666666667
847,21,8.653333333333334
848,21,8.393333333333333
849,21,9.1
850,21,9.653333333333334
851,21,9.353333333333333
852,21,9.26
853,21,8.333333333333334
854,21,9.1
855,21,8.2
856,21,8.24
857,21,8.673333333333334
858,21,8.946666666666667
859,21,8.82
860,21,8.6
861,21,9.086666666666666
862,21,8.546666666666667
863,21,9.166666666666666
864,21,8.986666666666666
865,21,7.966666666666667
866,21,8.74
867,21,8.346666666666666
868,21,8.86
869,21,9.306666666666667
870,21,9.04
871,21,8.246666666666666
872,21,8.14
873,21,8.08
874,21,8.946666666666667
875,21,8.86
876,21,8.66
877,21,8.733333333333333
878,21,8.986666666666666
879,21,8.973333333333333
880,21,7.46
881,21,9.006666666666666
882,21,8.686666666666667
883,21,8.8
884,21,9.48
885,21,8.873333333333333
886,21,8.626666666666667
887,21,8.986666666666666
888,21,8.113333333333333
889,21,8.733333333333333
890,21,8.14
891,21,8.886666666666667
892,21,8.3
893,21,8.526666666666667
894,21,9.053333333333333
895,21,8.713333333333333
896,21,9.146666666666667
897,21,8.193333333333333
898,21,8.473333333333333
899,21,8.626666666666667
900,21,7.8
901,21,7.08
902,21,8.32
903,21,8.106666666666667
904,21,8.013333333333334
905,21,9.0
906,21,8.213333333333333
907,21,9.066666666666666
908,21,8.946666666666667
909,21,9.006666666666666
910,21,8.14
911,21,8.273333333333333
912,21,8.646666666666667
913,21,8.186666666666667
914,21,8.253333333333334
915,21,8.473333333333333
916,21,7.52
917,21,9.38
918,21,9.073333333333334
919,21,8.706666666666667
920,21,9.28
921,21,7.886666666666667
922,21,7.92
923,21,8.746666666666666
924,21,8.24
925,21,8.46
926,21,8.373333333333333
927,21,8.853333333333333
928,21,8.8
929,21,7.766666666666667
930,21,8.493333333333334
931,21,8.22
932,21,8.006666666666666
933,21,8.486666666666666
934,21,8.82
935,21,8.12
936,21,8.526666666666667
937,21,8.72
938,21,8.753333333333334
939,21,8.76
940,21,8.56
941,21,8.506666666666666
942,21,7.826666666666667
943,21,8.953333333333333
944,21,8.98
945,21,8.386666666666667
946,21,8.626666666666667
947,21,8.633333333333333
948,21,7.94
949,21,8.626666666666667
950,21,8.786666666666667
951,21,8.413333333333334
952,21,8.126666666666667
953,21,8.58
954,21,8.746666666666666
955,21,9.16
956,21,7.96
957,21,9.093333333333334
958,21,8.5
959,21,8.866666666666667
960,21,8.986666666666666
961,21,8.706666666666667
962,21,8.246666666666666
963,21,8.54
964,21,8.52
965,21,8.62
966,21,8.3
967,21,8.426666666666666
968,21,8.386666666666667
969,21,7.946666666666666
970,21,8.78
971,21,8.493333333333334
972,21,8.433333333333334
973,21,9.1
974,21,8.453333333333333
975,21,8.966666666666667
976,21,9.133333333333333
977,21,8.946666666666667
978,21,8.673333333333334
979,21,8.74
980,21,8.333333333333334
981,21,8.0
982,21,8.94
983,21,8.34
984,21,8.566666666666666
985,21,9.0
986,21,8.613333333333333
987,21,9.406666666666666
988,21,8.533333333333333
989,21,8.646666666666667
990,21,8.566666666666666
991,21,8.72
992,21,8.086666666666666
993,21,8.213333333333333
994,21,9.146666666666667
995,21,9.333333333333334
996,21,9.22
997,21,8.493333333333334
998,21,9.073333333333334
999,21,8.586666666666666
1000,21,9.173333333333334
1001,21,8.46
1002,21,8.466666666666667
1003,21,8.48
1004,21,8.84
1005,21,9.133333333333333
1006,21,8.253333333333334
1007,21,9.08
1008,21,8.706666666666667
1009,21,8.126666666666667
1010,21,8.406666666666666
1011,21,8.74
1012,21,8.666666666666666
1013,21,8.88
1014,21,7.453333333333333
1015,21,9.086666666666666
1016,21,8.8
1017,21,8.933333333333334
1018,21,7.493333333333333
1019,21,8.433333333333334
1020,21,8.54
1021,21,8.36
1022,21,7.986666666666666
1023,21,8.2
1024,21,8.446666666666667
1025,21,8.486666666666666
1026,21,7.446666666666666
1027,21,8.02
1028,21,7.78
1029,21,9.033333333333333
1030,21,8.126666666666667
1031,21,8.286666666666667
1032,21,9.08
1033,21,8.12
1034,21,8.96
1035,21,8.473333333333333
1036,21,8.706666666666667
1037,21,9.166666666666666
1038,21,8.533333333333333
1039,21,8.786666666666667
1040,21,8.933333333333334
1041,21,8.806666666666667
1042,21,8.76
1043,21,8.833333333333334
1044,21,8.293333333333333
1045,21,8.726666666666667
1046,21,8.5
1047,21,8.213333333333333
1048,21,9.38
1049,21,8.98
1050,21,8.566666666666666
1051,21,8.406666666666666
1052,21,8.5
1053,21,8.74
1054,21,8.773333333333333
1055,21,8.793333333333333
1056,21,8.413333333333334
1057,21,7.946666666666666
1058,21,8.753333333333334
1059,21,8.666666666666666
1060,21,8.9
1061,21,9.3
1062,21,7.826666666666667
1063,21,8.8
1064,21,8.72
1065,21,8.706666666666667
1066,21,8.693333333333333
1067,21,8.373333333333333
1068,21,8.5
1069,21,8.593333333333334
1070,21,8.48
1071,21,8.98
1072,21,7.886666666666667
1073,21,8.793333333333333
1074,21,8.593333333333334
1075,21,8.486666666666666
1076,21,8.473333333333333
1077,21,8.7
1078,21,8.733333333333333
1079,21,8.126666666666667
1080,21,8.88
1081,21,8.773333333333333
1082,21,8.98
1083,21,8.406666666666666
1084,21,9.106666666666667
1085,21,8.38
1086,21,9.526666666666667
1087,21,9.146666666666667
1088,21,8.38
1089,21,9.373333333333333
1090,21,8.44
1091,21,8.233333333333333
1092,21,8.88
1093,21,8.893333333333333
1094,21,9.2
1095,21,9.773333333333333
1096,21,8.293333333333333
1097,21,9.386666666666667
1098,21,8.04
1099,21,8.926666666666666
1100,21,8.726666666666667
1101,21,8.36
1102,21,8.546666666666667
1103,21,8.066666666666666
1104,21,8.413333333333334
1105,21,8.74
1106,21,8.953333333333333
1107,21,8.153333333333334
1108,21,8.026666666666667
1109,21,7.986666666666666
1110,21,8.526666666666667
1111,21,8.46
1112,21,8.333333333333334
1113,21,8.78
1114,21,9.326666666666666
1115,21,8.933333333333334
1116,21,8.286666666666667
1117,21,8.233333333333333
1118,21,8.206666666666667
1119,21,8.36
1120,21,8.74
1121,21,8.793333333333333
1122,21,8.766666666666667
1123,21,8.826666666666666
1124,21,8.153333333333334
1125,21,8.246666666666666
1126,21,8.373333333333333
1127,21,9.16
1128,21,8.86
1129,21,8.82
1130,21,8.88
1131,21,7.64
1132,21,8.82
1133,21,8.8
1134,21,8.586666666666666
1135,21,8.86
1136,21,8.206666666666667
1137,21,8.866666666666667
1138,21,8.4
1139,21,8.653333333333334
1140,21,8.153333333333334
1141,21,9.493333333333334
1142,21,9.22
1143,21,8.426666666666666
1144,21,8.46
1145,21,8.493333333333334
1146,21,8.48
1147,21,8.32
1148,21,8.613333333333333
1149,21,8.593333333333334
1150,21,8.06
1151,21,8.253333333333334
1152,21,8.52
1153,21,8.46
1154,21,8.886666666666667
1155,21,7.713333333333333
1156,21,9.086666666666666
1157,21,8.293333333333333
1158,21,8.773333333333333
1159,21,8.606666666666667
1160,21,8.333333333333334
1161,21,7.966666666666667
1162,21,7.6466666666666665
1163,21,8.14
1164,21,8.413333333333334
1165,21,8.253333333333334
1166,21,8.806666666666667
1167,21,8.026666666666667
1168,21,8.173333333333334
1169,21,8.0
1170,21,8.466666666666667
1171,21,8.526666666666667
1172,21,9.18
1173,21,9.113333333333333
1174,21,8.733333333333333
1175,21,8.333333333333334
1176,21,8.266666666666667
1177,21,8.346666666666666
1178,21,8.493333333333334
1179,21,8.453333333333333
1180,21,9.02
1181,21,7.973333333333334
1182,21,8.986666666666666
1183,21,8.16
1184,21,8.333333333333334
1185,21,8.326666666666666
1186,21,7.933333333333334
1187,21,8.566666666666666
1188,21,9.066666666666666
1189,21,9.113333333333333
1190,21,8.12
1191,21,7.8933333333333335
1192,21,8.793333333333333
1193,21,8.193333333333333
1194,21,9.266666666666667
1195,21,9.126666666666667
1196,21,8.3
1197,21,8.42
1198,21,8.953333333333333
1199,21,8.673333333333334
1200,21,8.48
1201,21,8.126666666666667
1202,21,8.653333333333334
1203,21,8.26
1204,21,7.966666666666667
1205,21,7.913333333333333
1206,21,8.646666666666667
1207,21,8.653333333333334
1208,21,8.333333333333334
1209,21,8.7
1210,21,8.233333333333333
1211,21,7.946666666666666
1212,21,8.233333333333333
1213,21,8.873333333333333
1214,21,8.84
1215,21,8.886666666666667
1216,21,8.446666666666667
1217,21,8.173333333333334
1218,21,8.593333333333334
1219,21,8.34
1220,21,8.486666666666666
1221,21,8.693333333333333
1222,21,8.226666666666667
1223,21,9.533333333333333
1224,21,8.286666666666667
1225,21,9.106666666666667
1226,21,9.08
1227,21,8.6
1228,21,9.1
1229,21,8.426666666666666
1230,21,8.953333333333333
1231,21,9.106666666666667
1232,21,8.446666666666667
1233,21,9.106666666666667
1234,21,9.506666666666666
1235,21,8.506666666666666
1236,21,8.713333333333333
1237,21,8.593333333333334
1238,21,8.34
1239,21,8.133333333333333
1240,21,7.673333333333333
1241,21,8.493333333333334
1242,21,8.693333333333333
1243,21,8.273333333333333
1244,21,8.546666666666667
1245,21,9.52
1246,21,8.293333333333333
1247,21,9.066666666666666
1248,21,9.206666666666667
1249,21,8.16
1250,21,8.626666666666667
1251,21,8.853333333333333
1252,21,8.32
1253,21,8.246666666666666
1254,21,8.506666666666666
1255,21,8.84
1256,21,8.466666666666667
1257,21,8.706666666666667
1258,21,7.72
1259,21,8.12
1260,21,8.0
1261,21,7.713333333333333
1262,21,8.406666666666666
1263,21,8.206666666666667
1264,21,8.78
1265,21,9.033333333333333
1266,21,8.706666666666667
1267,21,8.286666666666667
1268,21,8.9
1269,21,9.246666666666666
1270,21,8.653333333333334
1271,21,7.746666666666667
1272,21,8.24
1273,21,9.1
